n,Average_Recursive_Time_ms,Average_Iterative_Time_ms
5,0.001460000203223899,0.0008800001523923129
10,0.007060000643832609,0.00044000116758979857
15,0.08855999985826202,0.0013199998647905886
20,0.8541399998648558,0.0013199998647905886
25,10.080039998865686,0.0033799995435401797
30,138.4793199998967,0.006339999526971951
35,1571.9615399997565,0.0087800006440375
40,18783.91610000035,0.009419999696547166
